Topic (level 1)        Topic (level 2)        Topic (level 3)        concept_text_long        item_name        variable_label        source        measure_wave        suf_index        data_collection_a        mode_a        sort_id        Annotations
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Household members        hhmemb6        Sisters (Household members)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        23        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Household members        hhmemb7        Other family members (Household members)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        24        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Household members        hhmemb8        Others (Household members)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        25        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: number of people living with        hh1membonb        How many people do you live with at your main residence?        TREE        1, 2        Wave-specific        Base (BQ)        CATI        26        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb1        Mother (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        27        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb2        Stepmother/foster mother/father's partner (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        28        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb3        Father (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        29        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb4        Stepfather/foster father/mother's partner (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        30        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb5        Siblings or step-siblings (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        31        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb6        Boyfriend/girlfriend/husband/wife (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        32        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb7        Your own children: daughter or son (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        33        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb8        Other members of family/relatives (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        34        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb9        Friends/colleagues (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        35        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: household members        hh1memb19        Other persons (Main residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        36        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Main residence: type of household (if special)        hh1type        Could you describe in more detail in what kind of (main) household you live?        TREE        1, 2        Wave-specific        Base (BQ)        CATI        37        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence        hh2add        Do you also have a second residence?        TREE        1, 2        Wave-specific        Base (BQ)        CATI        38        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: number of people living with        hh2membonb        How many people do you live with at this second residence?        TREE        1, 2        Wave-specific        Base (BQ)        CATI        39        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb1        Mother (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        40        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb2        Stepmother/foster mother/father's partner (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        41        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb3        Father (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        42        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb4        Stepfather/foster father/mother's partner (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        43        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb5        Siblings or step-siblings (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        44        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb7        Your own children: daughter or son (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        45        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb8        Other members of family/relatives (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        46        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb9        Friends/colleagues (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        47        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb19        Other persons (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        48        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: household members        hh2memb6        Boyfriend/girlfriend/husband/wife (Second residence: household members)        TREE        1, 2        Wave-specific        Base (BQ)        CATI        49        
Socio-demographic characteristics        Demographic characteristics & housing situation        Housing situation        Second residence: type of household (if special)        hh2type        Could you describe in more detail in what kind of (second) household you live?        TREE        2        Wave-specific        Base (BQ)        CATI        50        
Socio-demographic characteristics        Composition of (own) family        Children        Children / parenthood        childyn        Do you have children?        TREE        2        Wave-specific        Base (BQ)        CATI        52        
Socio-demographic characteristics        Composition of (own) family        Children        Number of children        childnb        How many children do you have at present?        TREE        2        Wave-specific        Base (BQ)        CATI        53        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Country of birth: respondent        cobs        Country of birth: respondent        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        56        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Respondent born abroad        cobs_frgn        Respondent born abroad                0        Wave-specific        Base (BQ)        CASI        57        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Country of birth: mother        cobm        Country of birth: mother        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        58        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Mother born abroad        cobm_frgn        Mother born abroad                0        Wave-specific        Base (BQ)        CASI        59        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Country of birth: father        cobf        Country of birth: father        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        60        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Father born abroad        cobf_frgn        Father born abroad                0        Wave-specific        Base (BQ)        CASI        61        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Parents born abroad        cobfm_frgn        Parents born abroad                0        Wave-specific        Base (BQ)        CASI        62        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Immigration status        immig        Immigration status        TREE        0        Wave-specific        Base (BQ)        CASI        63        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Age of immigration        immigage        Age of immigration        PISA 2012, PISA 2015, Mang et al. (2018), Mang et al. (2019)        0        Wave-specific        Base (BQ)        CASI        64        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        School entry class after immigration        immiggrade        School entry class after immigration        TREE        0        Wave-specific        Base (BQ)        CASI        65        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Language at home (1st language)        langhome        Language at home (1st language)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        66        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Language at home (2nd language)        langhome2f        Language at home (2nd language)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        67        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Language at home (2nd language)        langhome2        Language at home (2nd language)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        68        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_1c        First language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        69        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_2c        Second language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        70        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_3c        Third language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        71        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_4c        Fourth language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        72        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_5c        Fifth language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        73        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Other languages spoken at home        langhome14_6c        Sixth language (Other languages spoken at home)        PISA 2000, PISA 2012, Kunter et al. (2002), Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        74        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Test language is spoken at home        testlanghome        Test language is spoken at home        TREE        0        Wave-specific        Base (BQ)        CASI        75        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Test language is first language spoken at home        testlanghome1        Test language is first language spoken at home        TREE        0        Wave-specific        Base (BQ)        CASI        76        
Socio-demographic characteristics        Migration Background & Nationality        Migration Background        Test language is first or second language spoken at home        testlanghome2        Test language is first or second language spoken at home        TREE        0        Wave-specific        Base (BQ)        CASI        77        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        ID number of citizenship episode        nat_epinr        ID number of citizenship episode        TREE        2        Wave-specific        Base (BQ)        CATI        79        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Country of citizenship        nat        In which country do/did you have citizenship?        TREE        2        Wave-specific        Base (BQ)        CATI        80        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Citizenship since birth        natgeb        Citizenship since birth?        TREE        2        Wave-specific        Base (BQ)        CATI        81        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Beginning of citizenship [year]        naty_begin        In what year were you granted this citizenship? [year]        TREE        2        Wave-specific        Base (BQ)        CATI        82        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        End of citizenship [year]        naty_end        In what year did you renounce this citizenship? [year]        TREE        2        Wave-specific        Base (BQ)        CATI        83        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Type of residence permit        resistat        What kind of residence permit do you have?        TREE        2        Wave-specific        Base (BQ)        CATI        84        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Beginning of residence permit [year]        resistaty        Since when do you have this residence permit? [year]        TREE        2        Wave-specific        Base (BQ)        CATI        85        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Type of residence permit prior to Swiss citizenship        resistat_bef        What kind of residence permit did you have before the Swiss citizenship?        TREE        2        Wave-specific        Base (BQ)        CATI        86        
Socio-demographic characteristics        Migration Background & Nationality        Nationality        Beginning of residence permit prior to Swiss citizenship [year]        resistat_befy        Since when did you have this residence permit prior to Swiss citizenship? [year]        TREE        2        Wave-specific        Base (BQ)        CATI        87        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        National school programme        st_nprog        National school programme                0        Wave-specific        AES sampling frame                91        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        National school programme (requirements)        st_nprog_req        National school programme (requirements)                0        Wave-specific        AES sampling frame                92        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        National school programme (organisational structure)        st_nprog_strc        National school programme (organisational structure)                0        Wave-specific        AES sampling frame                93        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Paid after-school tutoring        coaching        Paid after-school tutoring        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        94        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: frequency (test language)        coachlang1        Private tutoring: frequency (test language)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        95        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: frequency (foreign language)        coachlang2        Private tutoring: frequency (foreign language)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        96        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: frequency (mathematics)        coachmath        Private tutoring: frequency (mathematics)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        97        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: frequency (other subjects)        coachother        Private tutoring: frequency (other subjects)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        98        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: reason        coachaim1        Prepare for next level (Private tutoring: reason)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        99        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: reason        coachaim2        Pass entrance exam (Private tutoring: reason)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        100        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: reason        coachaim3        Achieve better results (Private tutoring: reason)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        101        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: reason        coachaim4        Catch up on material (Private tutoring: reason)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        102        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Private tutoring: reason        coachaim5        Other reasons (Private tutoring: reason)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        103        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: incidence        graderep        Have you ever repeated a grade? (Class repetition: incidence)        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        104        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 1st grade        graderep1        Class repetition: 1st grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        105        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 2nd grade        graderep2        Class repetition: 2nd grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        106        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 3rd grade        graderep3        Class repetition: 3rd grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        107        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 4th grade        graderep4        Class repetition: 4th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        108        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 5th grade        graderep5        Class repetition: 5th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        109        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 6th grade        graderep6        Class repetition: 6th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        110        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 7th grade        graderep7        Class repetition: 7th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        111        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 8th grade        graderep8        Class repetition: 8th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        112        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: 9th grade        graderep9        Class repetition: 9th grade        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        113        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Class repetition: incidence        graderep19        Class repetition: incidence        PISA 2012, Mang et al. (2018)        0        Wave-specific        Base (BQ)        CASI        114        
Education & training - employment        Educational pathways and transitions        Educational biography (compulsory school)        Baccalaureate school type        schoolgym        Baccalaureate school type        TREE, PISA 2000, Kunter et al. (2002)        0        Wave-specific        Base (BQ)        CASI        115        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp1        Able to complete a 2-year VET programme (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        117        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp2        Able to complete a 3-4-year VET programme (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        118        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp3        Able to complete VET plus higher voc. training (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        119        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp4        Able to complete VET plus higher education (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        120        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp5        Able to complete advanced upper-sec. education (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        121        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected success education        achexp6        Able to complete ad. upper-sec. and higher educ (Expected success education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        122        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp1        Future prospect after a 2-year VET programme (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        123        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp2        Future prospect after a 3-4-year VET programme (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        124        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp3        Future prospect after VET plus higher voc. training (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        125        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp4        Future prospect after VET plus higher education (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        126        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp5        Future prospect after advanced upper-sec. education (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        127        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp6        Future prospect after ad. upper-sec. and high. educ (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        128        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected utility education        vaexp9        Future prospect if no education after 9th year (Expected utility education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        129        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost1        Financial burden of a 2-year VET programme (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        130        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost2        Financial burden of a 3-4-year VET programme (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        131        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost3        Financial burden of VET plus higher voc. training (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        132        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost4        Financial burden of VET plus higher education (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        133        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost5        Financial burden of advanced upper-sec. education (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        134        
Education & training - employment        Educational pathways and transitions        Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success        Expected costs of education        educost6        Financial burden of ad. upper-sec. and higher educ (Expected costs education)        TREE, NEPS (2013), DAB-Panelstudie (2020)        0        Wave-specific        Base (BQ)        CASI/Web/PP        135        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic educational aspirations        aspideal        Highest level of education that I would like to achieve (Idealistic aspirations)        NEPS (2013)        0        Wave-specific        Base (BQ)        CASI        137        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic educational aspirations (aggregated)        aspideal_comp        Idealistic educational aspirations (aggregated)        NEPS (2013)        0        Wave-specific        Base (BQ)        CASI        138        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic aspirations for upper sec. educ.        planideal        Most preferred education or job (Idealistic aspirations for upper sec. educ.)                0        Wave-specific        Base (BQ)        CASI        139        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic aspirations for upper sec. educ.: VET training occupation        planidoccu        Most preferred VET training occup. (Idealistic aspirations for upper sec. educ.)                0        Wave-specific        Base (BQ)        CASI        140        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic aspirations for upper sec. educ.: vocational baccalaureate        planidbms        Voc. Baccalaureate alongside VET (Idealistic aspirations for upper sec. educ.)                0        Wave-specific        Base (BQ)        CASI        141        
Education & training - employment        Educational pathways and transitions        Educational objectives and aspirations        Idealistic aspirations for upper sec. educ.: job        planidjob        Preferred job (Idealistic aspirations for upper sec. educ.)                0        Wave-specific        Base (BQ)        CASI        142        
